24,Participants,Diagnosis,Childhood and adolescence,'Axis I' disorders,,,The childhood trauma questionnaire,CTQ
25,Participants,Diagnosis,Not specified,'Axis I' disorders,"Mood, depression, dissociative and affective disorders, including PTSD and related disorders",,The Diagnostic Interview for Depressive Personality,DIDP
26,Participants,Diagnosis,Not specified,'Axis I' disorders,"Psychotic disorders, schizophrenia, mania and borderline syndrome.",,The present state examination,PSE
27,Participants,Diagnosis,Not specified,'Axis I' disorders,Anxiety disorders,,The ACNP anxiety checklist,ACNPAC
28,Participants,Diagnosis,Not specified,'Axis I' disorders,"Mood, depression, dissociative and affective disorders, including PTSD and related disorders",,The ACNP depression checklist,ACNPDC
29,Participants,Diagnosis,Childhood and adolescence,'Axis I' disorders,,,The problem oriented screening instrument for teenagers and The adolescent assessment and refereral system,AARS/POSIT
30,Participants,Diagnosis,Childhood and adolescence,'Axis I' disorders,,,The Stony Brook child and adolescent symptom inventories,SBCSI/CSI/SBASI/ASI
31,Participants,Diagnosis,Not specified,'Axis I' disorders,Drug abuse and related conditions,,The alcohol dependence syndrome questionnaire,ADSQ
32,Participants,Diagnosis,Not specified,'Axis I' disorders,Drug abuse and related conditions,,The Jenkins and Davis alcoholism scale,AS/JDAS
33,Participants,Diagnosis,Elderly,'Axis I' disorders,Parkinson disease,,The Alzheimer's disease and Pick's disease scale,ADPDS
34,Participants,Diagnosis,Not specified,'Axis I' disorders,Anxiety disorders,,The anxiety disorders version of the SADS,SADS-LA
35,Participants,Diagnosis,Childhood and adolescence,'Axis I' disorders,,,The autism screening instrument for educational planning or the autism behaviour checklist,ABC/ASIEP
36,Participants,Diagnosis,Childhood and adolescence,'Axis I' disorders,,,The autism diagnostic interview revised,ADIR/ADI
37,Participants,Diagnosis,Childhood and adolescence,'Axis I' disorders,,,The autism diagnostic observation schedule,ADOS
38,Participants,Diagnosis,Childhood and adolescence,'Axis I' disorders,,,The child assessment schedule,CAS
39,Participants,Diagnosis,Childhood and adolescence,'Axis I' disorders,,,The child PTSD diagnostic scale,CPDS
40,Participants,Diagnosis,Childhood and adolescence,'Axis I' disorders,,,The childhood unwanted sexual events questionnaire,CHUSE
41,Participants,Diagnosis,Not specified,'Axis I' disorders,"Mood, depression, dissociative and affective disorders, including PTSD and related disorders",,"The composite diagnostic checklists for schizophrenia, mania and depression",CDCL
42,Participants,Diagnosis,Not specified,'Axis I' disorders,Drug abuse and related conditions,,The composite international diagnostic interview substance abuse module,CIDISAM
43,Participants,Diagnosis,Not specified,'Axis I' disorders,Anxiety disorders,,The compulsive buying measurement scale ,CBMS/CBS
44,Participants,Diagnosis,Elderly,'Axis I' disorders,Parkinson disease,,The delirium assessment scale,DAS
45,Participants,Diagnosis,Elderly,'Axis I' disorders,Parkinson disease,,The dementia examen cognitive par ordinateur and the examen cognitive par ordinateur,DECO (ECO)
46,Participants,Diagnosis,Childhood and adolescence,'Axis I' disorders,,,The diagnostic interview for children and adolescents,DICA/DICA-R/SPIC
47,Participants,Diagnosis,Childhood and adolescence,'Axis I' disorders,,,The diagnostic rating scale for psychotic children,DRSPC
48,Participants,Diagnosis,Childhood and adolescence,'Axis I' disorders,,,The interview schedule for children and adolescents,ISC/ISCA/FISCA
49,Participants,Diagnosis,Elderly,'Axis I' disorders,Parkinson disease,,The Hachinski ischemic scale/score,HS/HIS
50,Participants,Diagnosis,Not specified,'Axis I' disorders,"Mood, depression, dissociative and affective disorders, including PTSD and related disorders",,The Hypomania Interview Guide including Hyperthymia,HIGH/HIGHR/HIGHC
51,Participants,Diagnosis,Elderly,'Axis I' disorders,Parkinson disease,,The informant questionnaire for cognitive decline in elderly,IQCODE
52,Participants,Diagnosis,Not specified,'Axis I' disorders,"Psychotic disorders, schizophrenia, mania and borderline syndrome.",,The instrument for retrospective assessment of onset and early course of schizophrenia,IRAOS
53,Participants,Diagnosis,Not specified,'Axis I' disorders,Drug abuse and related conditions,,The MacAndrews alcoholism scale,MACS
54,Participants,Diagnosis,Elderly,'Axis I' disorders,Parkinson disease,,The Middlesex assessment of mental state,MEAMS
55,Participants,Diagnosis,Not specified,'Axis I' disorders,Anxiety disorders,,The Minnesota Impulsive Disorders Interview ,MIDI
56,Participants,Diagnosis,Not specified,'Axis I' disorders,Drug abuse and related conditions,,The subjective and objective opiate withdrawal scales,SOWS/OOWS
57,Participants,Diagnosis,Not specified,'Axis I' disorders,"Psychotic disorders, schizophrenia, mania and borderline syndrome.",,The operational criteria checklist for psychotic illness,OPCRIT/OCCPI
58,Participants,Diagnosis,Not specified,'Axis I' disorders,Drug abuse and related conditions,,The psychiatric research interview for substance and mental disorders,PRISM/PRISML
59,Participants,Diagnosis,Not specified,'Axis I' disorders,"Psychotic disorders, schizophrenia, mania and borderline syndrome.",,The schedule for the deficit syndrome,SDS
60,Participants,Diagnosis,Not specified,'Axis I' disorders,"Psychotic disorders, schizophrenia, mania and borderline syndrome.",,The schizotypical personality questionnaire,SPQ
61,Participants,Diagnosis,Not specified,'Axis I' disorders,"Mood, depression, dissociative and affective disorders, including PTSD and related disorders",,The sexual and physical abuse history questionnaire,SPAHQ
62,Participants,Diagnosis,Not specified,'Axis I' disorders,Anxiety disorders,,The South Oaks Gambling Screen,SOGS
63,Participants,Diagnosis,Not specified,'Axis I' disorders,"Psychotic disorders, schizophrenia, mania and borderline syndrome.",,The structured interview for schizotypy,SIS
64,Participants,Diagnosis,Not specified,'Axis I' disorders,Drug abuse and related conditions,,The Westminster adolescent substance abuse questionnaire,WASQ/WASAQ
65,Participants,Diagnosis,Elderly,'Axis I' disorders,Parkinson disease,,The qualitative evaluation of dementia,QED
66,Participants,Diagnosis,Not specified,'Axis I' disorders,"Mood, depression, dissociative and affective disorders, including PTSD and related disorders",,The seasonal pattern assessment questionnaire,SPAQ
67,Participants,Diagnosis,Not specified,'Axis I' disorders,"Psychotic disorders, schizophrenia, mania and borderline syndrome.",,The diagnostic interview for borderline patients and the revised DIB,DIB/DIBP/RDIB/DIBR
68,Participants,Diagnosis,Not specified,'Axis I' disorders,"Mood, depression, dissociative and affective disorders, including PTSD and related disorders",,The Depression Research in European Society Survey Questionnaire,DEPRES
69,Participants,Diagnosis,Not specified,'Axis I' disorders,"Psychotic disorders, schizophrenia, mania and borderline syndrome.",,The psych sentinel,PS
70,Participants,Diagnosis,Not specified,'Axis I' disorders,"Mood, depression, dissociative and affective disorders, including PTSD and related disorders",,The primary care anxiety and depression scale,PCAD
71,Participants,Diagnosis,Not specified,'Axis I' disorders,Drug abuse and related conditions,,The Lübeck alcohol dependence and abuse screening test,LAST
72,Participants,Diagnosis,Not specified,'Axis I' disorders,"Mood, depression, dissociative and affective disorders, including PTSD and related disorders",,The depression scale,DEPS/SDS /DS
73,Participants,Diagnosis,Elderly,'Axis I' disorders,Parkinson disease,,The semi-structured onset interview,SOI
74,Participants,Diagnosis,Not specified,'Axis I' disorders,"Psychotic disorders, schizophrenia, mania and borderline syndrome.",,The life chart schedule,LCS
75,Participants,Diagnosis,Not specified,'Axis I' disorders,Sleep disorders,,The structured interview for sleep disorders according to DSM III R,SISD
76,Participants,Diagnosis,Not specified,'Axis I' disorders,Drug abuse and related conditions,,The alcohol withdrawal diagnostic inventory assessment,AWDI
77,Participants,Diagnosis,Not specified,'Axis I' disorders,Drug abuse and related conditions,,The Michigan alcoholism screening test,MAST
78,Participants,Diagnosis,Not specified,'Axis I' disorders,Drug abuse and related conditions,,The clinical interview withdrawal assessment,CIWA/CIWAAD
79,Participants,Diagnosis,Not specified,'Axis I' disorders,Anxiety disorders,,The separation anxiety symptom inventory,SASI
80,Participants,Diagnosis,Elderly,'Axis I' disorders,Parkinson disease,,The dementia questionnaire,DQ
81,Participants,Diagnosis,Not specified,'Axis I' disorders,"Mood, depression, dissociative and affective disorders, including PTSD and related disorders",,The personal health questionnaire,PHQ
82,Participants,Diagnosis,Not specified,'Axis I' disorders,Drug abuse and related conditions,,The drug abuse screening test,DAST
83,Participants,Diagnosis,Not specified,'Axis I' disorders,Drug abuse and related conditions,,The alcohol dependence scale,ADS
84,Participants,Diagnosis,Not specified,'Axis I' disorders,"Mood, depression, dissociative and affective disorders, including PTSD and related disorders",,The Canberra interview for elderly and the psychogeriatric assessment scales,CIE/PAS
85,Participants,Diagnosis,Childhood and adolescence,'Axis I' disorders,,,The schedule for affective disorders and schizophrenia - child version or The Kiddie SADS The epidemiology module and The Washington University Kiddie SADS (KSADS) (KSADSE) (WAS U KSADS),Puig - Antig & Chambers
86,Participants,Diagnosis,Not specified,'Axis I' disorders,"Mood, depression, dissociative and affective disorders, including PTSD and related disorders",,The PTSD module of the structured clinical interview for DSM III/IV,SCID
87,Participants,Diagnosis,Not specified,'Axis I' disorders,"Psychotic disorders, schizophrenia, mania and borderline syndrome.",,The structured clinical interview for DSM III/IV,SCID
88,Participants,Diagnosis,Not specified,'Axis I' disorders,Anxiety disorders,,The anxiety disorders (Upjohn) version of the SCID,SCID-UP/SCIDRo and the combined SCIDS-SADS-UP
89,Participants,Diagnosis,Not specified,'Axis I' disorders,Drug abuse and related conditions,,The structured clinical interview for DSM III/IV alcohol and drug abuse version,SCID A/D
90,Participants,Diagnosis,Childhood and adolescence,'Axis I' disorders,,,The seasonal pattern assessment questionnaire children modification or the child and adolescent SPAQ,CASPAQ/SPAQ-C
91,Participants,Diagnosis,Elderly,'Axis I' disorders,Parkinson disease,,The screening questionnaire for Parkinson disease,SQP/SPD
92,Participants,Diagnosis,Not specified,'Axis I' disorders,Drug abuse and related conditions,,The drug use screening inventory,DUSI
93,Participants,Diagnosis,Not specified,'Axis I' disorders,"Mood, depression, dissociative and affective disorders, including PTSD and related disorders",,The (short) manic-depressiveness scale,MDS/SMDS/MADS
94,Participants,Diagnosis,Elderly,'Axis I' disorders,Parkinson disease,,The delirium rating scale or the symptom rating scale for delirium,DRS/SRSD
95,Participants,Diagnosis,Elderly,'Axis I' disorders,Parkinson disease,,The present functioning questionnaire,PFQ
96,Participants,Diagnosis,Childhood and adolescence,'Axis I' disorders,,,The structured pictorial questionnaire to assess DSM-III-based diagnoses in children,SPQAD/DOMINIC
97,Participants,Diagnosis,Not specified,'Axis I' disorders,"Mood, depression, dissociative and affective disorders, including PTSD and related disorders",,The traumatic antecedents questionnaire selfrating,TAQS
98,Participants,Diagnosis,Not specified,'Axis I' disorders,"Mood, depression, dissociative and affective disorders, including PTSD and related disorders",,The structured interview for disorders of extreme stress,DESI
99,Participants,Diagnosis,Not specified,'Axis I' disorders,Drug abuse and related conditions,,The alcohol use inventory,AUI
100,Participants,Diagnosis,Not specified,'Axis I' disorders,Sleep disorders,,The interview schedule for impulsive aggressive disorder,ISIAD
101,Participants,Diagnosis,Childhood and adolescence,'Axis I' disorders,,,The symbol language and communication battery,SCLB
102,Participants,Diagnosis,Not specified,'Axis I' disorders,Anxiety disorders,,The anxiety screening questionnaire,ASQ15/ASQ
103,Participants,Diagnosis,Elderly,'Axis I' disorders,Parkinson disease,,The Yousef pseudodementia syndrome scale,YPSS
104,Participants,Diagnosis,Elderly,'Axis I' disorders,Parkinson disease,,"The structured interview forThe diagnosis of dementia of The Alzheimer type, multiinfarct dementia and dementia of other aetiology",SIDAM
105,Participants,Diagnosis,Not specified,'Axis I' disorders,"Mood, depression, dissociative and affective disorders, including PTSD and related disorders",,The inventory to diagnose depression,IDD
106,Participants,Diagnosis,Not specified,'Axis I' disorders,"Mood, depression, dissociative and affective disorders, including PTSD and related disorders",,The Depressive Personality Disorder Traits Scale,DPDTS
107,Participants,Diagnosis,Childhood and adolescence,'Axis I' disorders,,,The pervasive developmental disorders questionnaire,PDDQ
108,Participants,Diagnosis,Childhood and adolescence,'Axis I' disorders,,,The Autism Screening Questionnaire,ASQ
109,Participants,Diagnosis,Not specified,'Axis I' disorders,"Mood, depression, dissociative and affective disorders, including PTSD and related disorders",,The Newcastle Diagnostic and Predictive Scales,NS/NDS/NPS
110,Participants,Diagnosis,Childhood and adolescence,'Axis I' disorders,,,The structured inventory for anorectic and bulimic eating disorders.,SIAB/SIABS/SIABEX Fichter & Quadflieg)
111,Participants,Diagnosis,Childhood and adolescence,'Axis I' disorders,,,The RDC for Tic disorders ,RDCT
112,Participants,Diagnosis,Childhood and adolescence,'Axis I' disorders,,,The screener for adolescent conduct disorder or the Oregon adolescent depression project conduct disorder screener,SACD/OADPCDS/CDS
113,Participants,Diagnosis,Not specified,'Axis I' disorders,"Mood, depression, dissociative and affective disorders, including PTSD and related disorders",,The brief physical and sexual abuse questionnaire,BPSAQ
114,Participants,Diagnosis,Not specified,'Axis I' disorders,"Psychotic disorders, schizophrenia, mania and borderline syndrome.",,The Royal Park Multidiagnostic Instrument for Psychosis ,MIP/RPMIP
115,Participants,Diagnosis,Childhood and adolescence,'Axis I' disorders,,,The Millon Adolescent Clinical Inventory,MACI
116,Participants,Diagnosis,Not specified,'Axis I' disorders,"Mood, depression, dissociative and affective disorders, including PTSD and related disorders",,The depression anxiety screen method,DPAX
117,Participants,Diagnosis,Childhood and adolescence,'Axis I' disorders,,,The Alternative Criteria for PTSD in Infancy,ACPI
118,Participants,Diagnosis,Not specified,'Axis I' disorders,Anxiety disorders,,The autonomic nervous system questionnaire,ANS/ANSQ
119,Participants,Diagnosis,Not specified,'Axis I' disorders,"Mood, depression, dissociative and affective disorders, including PTSD and related disorders",,The Short Screening Scale for DSM IV Posttraumatic Stress Disorder. ,SSPTSD
120,Participants,Diagnosis,Childhood and adolescence,'Axis I' disorders,,,The child behavior checklist,CBCL
121,Participants,Diagnosis,Childhood and adolescence,'Axis I' disorders,,,The child and adolescent psychiatric assessment,CAPA
122,Participants,Diagnosis,Elderly,'Axis I' disorders,Parkinson disease,,The informant based questionnaire,IQ/IBQ
123,Participants,Diagnosis,Childhood and adolescence,'Axis I' disorders,,,The semi-structured interview for adult hyperactivity attention deficit disorder,SIAH/SIAA
124,Participants,Diagnosis,Not specified,'Axis I' disorders,"Psychotic disorders, schizophrenia, mania and borderline syndrome.",,The schedule for interviewing borderlines,SIB
125,Participants,Diagnosis,Childhood and adolescence,'Axis I' disorders,,,The Checklist for autism in toddlers,CHAT
126,Participants,Diagnosis,Elderly,'Axis I' disorders,Parkinson disease,,The screening examination for cognitive impairment,SEFCI
127,Participants,Diagnosis,Not specified,'Axis I' disorders,"Mood, depression, dissociative and affective disorders, including PTSD and related disorders",,The diagnostic melancholia scale,DMS
128,Participants,Diagnosis,Not specified,'Axis I' disorders,"Mood, depression, dissociative and affective disorders, including PTSD and related disorders",,The dissociative experiences scale,DES
129,Participants,Diagnosis,Childhood and adolescence,'Axis I' disorders,,,The childhood experiences of care and abuse,CECA
130,Participants,Diagnosis,Not specified,'Axis I' disorders,"Mood, depression, dissociative and affective disorders, including PTSD and related disorders",,The SELFCARE D,SD/CDQ
131,Participants,Diagnosis,Childhood and adolescence,'Axis I' disorders,,,The Screen for Children Anxiety Related Emotional Disorders,SCARED
132,Participants,Diagnosis,Not specified,'Axis I' disorders,"Mood, depression, dissociative and affective disorders, including PTSD and related disorders",,The depression screening instrument,DSI
133,Participants,Diagnosis,Not specified,'Axis I' disorders,"Mood, depression, dissociative and affective disorders, including PTSD and related disorders",,The DUKE depression evaluation schedule,DDES
134,Participants,Diagnosis,Childhood and adolescence,'Axis I' disorders,,,The revised Ontario child health scale,ROCHS/OCHS
135,Participants,Diagnosis,Not specified,'Axis I' disorders,"Mood, depression, dissociative and affective disorders, including PTSD and related disorders",,The life history for Vietnam veterans,LHVV
136,Participants,Diagnosis,Not specified,'Axis I' disorders,"Psychotic disorders, schizophrenia, mania and borderline syndrome.",,The rating scale of treatment response and resistance in schizophrenia,TRRS
137,Participants,Diagnosis,Not specified,'Axis I' disorders,"Psychotic disorders, schizophrenia, mania and borderline syndrome.",,The borderline syndrome index or self-report borderline scale,BSI/SBS
138,Participants,Diagnosis,Elderly,'Axis I' disorders,Parkinson disease,,The geriatric mental state schedule or examination,GMSS/GMSE
139,Participants,Diagnosis,Not specified,'Axis I' disorders,"Mood, depression, dissociative and affective disorders, including PTSD and related disorders",,The mood and feelings questionnaire,MFQ
140,Participants,Diagnosis,Not specified,'Axis I' disorders,,,The diagnostic interview schedule for children,DISC/DISC-R
141,Participants,Diagnosis,Elderly,'Axis I' disorders,Parkinson disease,,The dementia of Alzheimer type inventory,DATI
142,Participants,Diagnosis,Not specified,'Axis I' disorders,"Mood, depression, dissociative and affective disorders, including PTSD and related disorders",,The structured interview for PTSD,SIP
143,Participants,Diagnosis,Childhood and adolescence,'Axis I' disorders,,,The adolescent behavior checklist,ABC
144,Participants,Diagnosis,Not specified,'Axis I' disorders,Drug abuse and related conditions,,The case manager rating scale,CMRS
145,Participants,Diagnosis,Not specified,'Axis I' disorders,"Psychotic disorders, schizophrenia, mania and borderline syndrome.",,The borderline personality organisation,BPO
146,Participants,Diagnosis,Not specified,'Axis I' disorders,"Mood, depression, dissociative and affective disorders, including PTSD and related disorders",,"The schedule for affective disorders and schizophrenia, Life time version",SADS/SADSL
147,Participants,Diagnosis,Not specified,'Axis I' disorders,"Psychotic disorders, schizophrenia, mania and borderline syndrome.",,The schedule for affective disorders and schizophrenia,SADS
148,Participants,Diagnosis,Elderly,'Axis I' disorders,Parkinson disease,,The dementia questionnaire for persons with mental retardation,DQR/DMR
149,Participants,Diagnosis,Not specified,'Axis I' disorders,Drug abuse and related conditions,,The 'CAGE' questions,CAGE
150,Participants,Diagnosis,Elderly,'Axis I' disorders,Parkinson disease,,The Halifax mental status scale,HMSS
151,Participants,Diagnosis,Not specified,'Axis I' disorders,"Mood, depression, dissociative and affective disorders, including PTSD and related disorders",,The comprehensive assessment list for affective disorders,COALA
152,Participants,Diagnosis,Childhood and adolescence,'Axis I' disorders,,,The Stony Brook child psychiatric checklist,SBC/CPC/SBCPCL/SCPC/SBCPC
153,Participants,Diagnosis,Not specified,'Axis I' disorders,"Mood, depression, dissociative and affective disorders, including PTSD and related disorders",,The short psychiatric evaluation scale,SPES
154,Participants,Diagnosis,Not specified,'Axis I' disorders,"Psychotic disorders, schizophrenia, mania and borderline syndrome.",,The schizotypical symptom inventory,SSI
155,Participants,Diagnosis,Elderly,'Axis I' disorders,Parkinson disease,,The cross cultural cognitive examination,CCCE
156,Participants,Diagnosis,Not specified,'Axis I' disorders,Drug abuse and related conditions,,The alcohol use disorders and associated disabilities interview schedule,AUDADIS
157,Participants,Diagnosis,Not specified,'Axis I' disorders,"Psychotic disorders, schizophrenia, mania and borderline syndrome.",,The reactivity of psychosis rating form,RPRF
158,Participants,Diagnosis,Not specified,'Axis I' disorders,Drug abuse and related conditions,,The diagnostic interview for children and adolescents,DICA/DICA-R/SPIC
159,Participants,Diagnosis,Elderly,'Axis I' disorders,Parkinson disease,,The dementia and stroke diagnostic questionnaire,DSDQ/DDSQ
160,Participants,Diagnosis,Not specified,'Axis I' disorders,Drug abuse and related conditions,,The Dartmouth assessment of lifestyle instrument,DALI
161,Participants,Diagnosis,Not specified,'Axis I' disorders,Anxiety disorders,,The screener for panic disorder of the panic outcomes module,SPD/PAM
162,Participants,Diagnosis,Not specified,'Axis I' disorders,Drug abuse and related conditions,,The 'TWEAK',TWEAK
163,Participants,Diagnosis,Childhood and adolescence,'Axis I' disorders,,,The Weinberg screening affective states scale,WSAS
164,Participants,Diagnosis,Not specified,'Axis I' disorders,Anxiety disorders,,The revised anxiety disorder interview schedule,ADISR
165,Participants,Diagnosis,Not specified,'Axis I' disorders,"Psychotic disorders, schizophrenia, mania and borderline syndrome.",,The rating scale of treatment response and resistance in schizophrenia,RTRRS
166,Participants,Diagnosis,Elderly,'Axis I' disorders,Parkinson disease,,The Cognitive Abilities Screening Instrument ,CASI
167,Participants,Diagnosis,Not specified,'Axis I' disorders,"Psychotic disorders, schizophrenia, mania and borderline syndrome.",,The diagnostic disability evaluations in chronic schizophrenia,DECS
168,Participants,Diagnosis,Childhood and adolescence,'Axis I' disorders,,,The Revised Childhood Experiences Questionnaire ,RCEQ/CEQ/CEQR
169,Participants,Diagnosis,Not specified,'Axis I' disorders,"Psychotic disorders, schizophrenia, mania and borderline syndrome.",,The diagnostic interview for DSM IV personality disorders ,DIPD IV
170,Participants,Diagnosis,Elderly,'Axis I' disorders,Parkinson disease,,The functional rating scale,FRS
171,Participants,Diagnosis,Not specified,'Axis I' disorders,"Mood, depression, dissociative and affective disorders, including PTSD and related disorders",,The incident exposure scale,IES
172,Participants,Diagnosis,Not specified,'Axis I' disorders,"Mood, depression, dissociative and affective disorders, including PTSD and related disorders",,The seasonal health questionnaire ,SHQ
173,Participants,Diagnosis,Not specified,'Axis I' disorders,Anxiety disorders,,The Compulsive Buying Scale ,CBS
174,Participants,Diagnosis,Not specified,'Axis I' disorders,Sleep disorders,,The Hare psychopathy checklist revised,HPCL/HPCLR/PCLR
175,Participants,Diagnosis,Elderly,'Axis I' disorders,Parkinson disease,,Symptom Rating Scale for Delirium,
176,Participants,Diagnosis,Not specified,'Axis I' disorders,"Mood, depression, dissociative and affective disorders, including PTSD and related disorders",,,
177,Participants,Diagnosis,Not specified,'Axis I' disorders,Anxiety disorders,,,
178,Participants,Diagnosis,Not specified,'Axis I' disorders,"Psychotic disorders, schizophrenia, mania and borderline syndrome.",,,
179,Participants,Diagnosis,Elderly,'Axis I' disorders,Parkinson disease,,,
180,Participants,Diagnosis,Childhood and adolescence,'Axis I' disorders,,,,
181,Participants,Diagnosis,Not specified,'Axis I' disorders,Drug abuse and related conditions,,,
182,Participants,Diagnosis,Not specified,'Axis I' disorders,Sleep disorders,,,
183,Participants,Diagnosis,Not specified,'Axis II' disorders,Sleep disorders,,The Personality Adjective Checklist or Brooks Personality Inventory,PAC /BPI
184,Participants,Diagnosis,Not specified,'Axis II' disorders,Sleep disorders,,The Personality Assessment Inventory ,PAI
185,Participants,Diagnosis,Not specified,'Axis II' disorders,Sleep disorders,,The Assessment of DSM IV Personality Disorder Questionnaire,ADP IV
186,Participants,Diagnosis,Not specified,'Axis II' disorders,Sleep disorders,,The personality disorder examination and The international PDE,PDE/IPDE
187,Participants,Diagnosis,Not specified,'Axis II' disorders,Sleep disorders,,The Interpersonal Sensitivity Measure,IPSM
188,Participants,Diagnosis,Not specified,'Axis II' disorders,Sleep disorders,,The Karolinska scales of personality,KSP
189,Participants,Diagnosis,Not specified,'Axis II' disorders,Sleep disorders,,The personality diagnostic questionnaire andThe revised PDQ,PDQ/PDQ-R
190,Participants,Diagnosis,Not specified,'Axis II' disorders,Sleep disorders,,The personality inventory for children,PIC
191,Participants,Diagnosis,Not specified,'Axis II' disorders,Sleep disorders,,The self report instrument for borderline personality organisation,SRIB
192,Participants,Diagnosis,Not specified,'Axis II' disorders,Sleep disorders,,The standardised assessment of personality,SAP
193,Participants,Diagnosis,Not specified,'Axis II' disorders,Sleep disorders,,The Biographical Personality Interview ,BPI
194,Participants,Diagnosis,Not specified,'Axis II' disorders,Sleep disorders,,"The DSM IV, ICD-10 personality questionnaire",DIPQ
195,Participants,Diagnosis,Not specified,'Axis II' disorders,Sleep disorders,,The Tridimensional Personality Questionnaire and The Temperament and Character Inventory,TPQ/TCI
196,Participants,Diagnosis,Not specified,'Axis II' disorders,Sleep disorders,,The NEO Personality Inventory,NEOPI
197,Participants,Diagnosis,Not specified,'Axis II' disorders,Sleep disorders,,The Minnesota multiphasic personality inventory and revised MMPI,MMPI/MMPI2
198,Participants,Diagnosis,Not specified,'Axis II' disorders,Sleep disorders,,The structured interview for DSM III personality disorders,SIDPD/SIDP
199,Participants,Diagnosis,Not specified,'Axis II' disorders,Sleep disorders,,The Adult Personality Functioning Assessment, APFA
200,Participants,Diagnosis,Not specified,'Axis II' disorders,Sleep disorders,,The Modified Personality Assessment Schedule.,PAS /MPAS
201,Participants,Diagnosis,Not specified,'Axis II' disorders,Sleep disorders,,The multidimensional personality questionnaire ,MPQ
202,Participants,Diagnosis,Not specified,'Axis II' disorders,Sleep disorders,,,
203,Outcome,Neurological disorders,Not specified,Parkinson's disease,,Clinician,"The Columbia University Parkinson scale,The modified CS, The clinical condition scale, The EPS evaluation scale (Duvoisin) or Parkinson disease disability scale and The Hoehn and Yahr functional classification system",CUPS/CPS/CS/MCS/CCS/DEES/PDDS/HYFCS/FCS
204,Outcome,Neurological disorders,Not specified,Parkinson's disease,,Clinician,The NY University Parkinson disease disability scale or The Lieberman Parkinson evaluation form andThe extended NYUPDS,PDDS/NYUPDS/PDEF/LPS/EPDS/LPEF
205,Outcome,Neurological disorders,Not specified,Akathisia,,,The restlessness questionnaire and The Barnes (rating scale for drug induced) akathisia (rating) scale,RQ/BS/BAS/AS/ARS/BARS/RSDIA
206,Outcome,Neurological disorders,Not specified,Tardive dyskinesia,,Clinician,The (rating scale for) tardive dyskinesia (rating scale) or The Simpson Rockland scale and The abbreviated dyskinesia scale,RSTD/SADRS/TDRS/TDS/SDRS/STDRS/SRS/ADS/ADRS
207,Outcome,Neurological disorders,Not specified,Parkinson's disease,,Clinician,"The UCLA, Cornell, or Markham's Parkinson scale and disability score or The neurological signs and symptoms scale andThe functional disability evaluation",UPS/UCLAPS/MPS/UDS/CPRS/CPS/UPDS/NSSS/FDE
208,Outcome,Neurological disorders,Not specified,Multiple sclerosis and related disorders,,Clinician,"(Uniform) minimum record of disability in MS, The disability status scale, The expanded disability status scale or expanded impairment status scale, The modified DSS andThe Multiple Sclerosis computer aided neurological examination",MRD/MS/UMRD (DSS/EDSS/ISS/EISS/FS/AI/MSAI/MSCANE)
